ID;NOM_PARC;ADRESS_SSC;ADRESS_GEO;ARRONDISSEMENT;DELEG;SITE_DELEG;TEL;H_PARC_CM;H2_PARC_CM;TYPE_PARC;HORAIRE_NA;ASC_SURF;ACCES_MOTO;ACCES_VELO;V_ELEC_CH;AUTOPART;DATE_TA;AB_1M_E;AB_1A_E;TARIF_PR;PR_1A_MINE;PR_1A_MAXE;TARIF_RES;TF_RES_1AE;DATE_TH;TF_15MN_E;TF_30MN_E;TF_1H_E;TF_1H30_E;TF_2H_E;TF_3H_E;TF_4H_E;TF_7H_E;TF_8H_E;TF_9H_E;TF_10H_E;TF_11H_E;TF_12H_E;TF_24H_E;NB_PL_PMR;ABPMR_1M_E;ABPMR_1T_E;ABPMR_1A_E;ABVE_1M_E;ABVE_1T_E;ABVE_1A_E;NB_PL_MOTO;TMOTO_1EHE;ABMOTO_1ME;ABMOTO_1TE;ABMOTO_1AE;TVELO_1M_E;MIS_A_JOUR;ZONES_RES;TF_15MN_MO;TF_30MN_MO;TF_24H_MOT;TF_PR_MOTO;PR_1A_MINM;PR_1A_MAXM;TF_RES_MO;TF_RES_1AM;AB_1A_PATT;PARC_AMOD;PARC_RELAI;AB_1M_RELA;X_RGF93;Y_RGF93;"ARR_INSEE
";"GRATUIT
";"NB_PLACES
";"NUM_SIRET
";"XLONG
YLAT";YLAT;geo_shape;geo_point_2d
188;MEDITERRANEE;24 ET 40 RUE DE CHÂLON;24 RUE DE CHALON;12;SAEMES;WWW.SAEMES.FR;0143074858;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/01/2020;299;2990;NON;ND;ND;NON;ND;01/01/2019;1,2;2,4;4,8;7,2;9,6;14,4;18,6;30,8;34,8;38,8;38,8;38,8;38,8;38,8;62;149,5;426;1495;149,5;426;1495;146;1,6;104.6;298.2;1046;10;2020-05-01;ND;0,4;0,8;13,5;NON;ND;ND;OUI;950;3730;NON;NON;ND;654278.054;6860643.835;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.377129062575751, 48.8444517254073]}";48.8444517254,2.37712906258
17;PICPUS NATION;65/M ET 77/M BOULEVARD DE PICPUS;65 M BOULEVARD DE PICPUS;12;INDIGO;WWW.PARKINDIGO.FR;0146286047;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/08/2016;124;1290;NON;ND;ND;OUI;1188;01/08/2016;0,75;1,5;3;4,5;6;9;12;21;24;27;27;27;27;27;18;62;177;645;62;177;645;32;0,8;43;124;452;10;2020-05-01;11E 11F 11G 11H 11J 11K 11L 12E 12G 12H 12J 12M 12N 12P 12R 20E 20F 20G 20H 20J 20K 20L 20M 20N 20P 20R;0,2;0,4;7,2;NON;ND;ND;NON;ND;1613;NON;NON;ND;655961.0829;6860879.6579;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.400122868986521, 48.84653782947836]}";48.8465378295,2.40012286899
167;HOCHE;14 QUATER ET 29 TER AVENUE HOCHE;29 TER AVENUE HOCHE;8;INDIGO;WWW.PARKINDIGO.FR;0143807381;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;01/08/2016;295;3068;NON;ND;ND;NON;ND;01/09/2016;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;10;ND;ND;ND;ND;ND;1539;13;ND;171;487;1778;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;3224;NON;NON;ND;648764.6749;6864251.7564;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.301314870650849, 48.876276288133624]}";48.8762762881,2.30131487065
4;VILLIERS;14 TER AVENUE DE VILLIERS;14 AVENUE DE VILLIERS;17;INDIGO;WWW.PARKINDIGO.FR;0143807381;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;NON;01/06/2018;311;3234;OUI;1950;2600;NON;ND;01/06/2018;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;1;155,5;443;1617;155,5;443;1617;9;1,2;109;310;1134;ND;2020-05-01;17G 17H 17J 17K 17L 17M 17N;0,3;0,6;10,8;OUI;682,5;910;NON;ND;4046;NON;NON;ND;649708.5318;6864878.1439;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.314305973736662, 48.88185624505888]}";48.8818562451,2.31430597374
42;BAC MONTALEMBERT;39 RUE DU BAC;39 RUE DU BAC;7;INDIGO;WWW.PARKINDIGO.FR;0142221566;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/08/2016;398;4139;OUI;2483,4;3311,2;NON;ND;01/07/2016;1,15;2,3;4,6;6,9;9,2;13,8;18,4;32,2;36,8;39,6;39,6;39,6;39,6;39,6;9;199;567;2069,5;199;567;2069,5;13;1,6;139;396;1448.5;12,6;2020-05-01;1E 6E 7G 7J 7L 7M 8E;0,4;0,8;13,6;OUI;869,1;1158,8;NON;ND;5630;NON;NON;ND;650625.0839;6862046.563;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.3269768580625803, 48.856591957802365]}";48.8565919578,2.32697685806
62;BERCY RELAIS MERCURE;71 RUE DE BERCY;71 RUE DE BERCY;12;SOCIETE SEIH_ACCOR_ALLSEASONS;SOCIETE SEIH;0153465050;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;NON;NON;01/01/2013;155;1860;NON;ND;ND;NON;ND;01/01/2019;0,9;1,8;3,6;5,4;7,2;10,8;14,4;22;24;26;28;30;30;30;4;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;1680;NON;NON;ND;654594.2319;6859979.9154;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.381533798838891, 48.83817611726775]}";48.8381761173,2.38153379884
103;FAUBOURG SAINT ANTOINE;83 TER AVENUE LEDRU-ROLLIN;83 TER AVENUE LEDRU ROLLIN;12;INDIGO;WWW.PARKINDIGO.FR;0144755243;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;NON;01/08/2016;234;2434;NON;ND;ND;NON;ND;01/08/2016;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;6;ND;ND;ND;ND;ND;1214;24;ND;ND;380;1398;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;654179.463;6861395.5734;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.375560180724667, 48.85084266169854]}";48.8508426617,2.37556018072
171;HAUSSMANN BERRI;163 TER ET 164 TER BOULEVARD HAUSSMANN;164 TER BOULEVARD HAUSSMANN;8;SAEMES;WWW.SAEMES.FR;0145639462;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;NON;NON;OUI;01/06/2018;250;2500;OUI;1500;2000;NON;ND;01/01/2020;1,05;2,1;4,1;6,2;8,2;12,3;16,4;28,7;32,8;36,9;36,9;36,9;36,9;36,9;4;125;356,5;1250;125;356,5;1250;24;1,4;87;249;875;10;2020-05-01;8F 8G 8H 8J 17J 17K;0,35;0,7;12,6;OUI;525;700;NON;ND;3125;NON;NON;ND;649377.5795;6864132.5171;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.309666481452783, 48.87516076368317]}";48.8751607637,2.30966648145
56;SAINT SULPICE;8/M PLACE SAINT SULPICE;8 M PLACE SAINT SULPICE;6;INDIGO;WWW.PARKINDIGO.FR;0143254557;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;01/08/2016;331;3442;NON;ND;ND;NON;ND;01/09/2016;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;10;ND;ND;ND;ND;ND;1721,2;3;ND;132;376.2;1372.8;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;4212;NON;NON;ND;651100.2601;6861472.5821;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.333556653980192, 48.851181825552885]}";48.8511818256,2.33355665398
121;SAINTS PERES;47 TER RUE JACOB;47 TER RUE JACOB;6;INDIGO;WWW.PARKINDIGO.FR;0145491855;190;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;NON;01/08/2016;332;3456;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;5;ND;108;308;1124;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;3456;OUI;NON;ND;650987.5043;6861989.9198;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.332363441959306, 48.85601062831366]}";48.8560106283,2.33236344196
56;NOTRE DAME;11 RUE DE LA CITÉ;11 RUE DE LA CITE;4;SAEMES;;;;;VISITEURS ET ABONNES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.347466363826224, 48.85397390801673]}";48.853973908,2.34746636383
;NOTRE DAME;9 PARVIS NOTRE-DAME-PLACE JEAN-PAUL II;9 PARVIS NOTRE DAME PLACE JEAN PAUL II;4;SAEMES;;;;;VISITEURS ET ABONNES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.347670077472009, 48.853906440361826]}";48.8539064404,2.34767007747
16;PASSY;82 TER RUE DE PASSY;82 TER RUE DE PASSY;16;INDIGO;WWW.PARKINDIGO.FR;0145242509;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/08/2016;363;3775;OUI;2265;3020;NON;ND;01/03/2018;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;34,8;37,8;37,8;37,8;37,8;37,8;8;181,5;517;1888;181,5;517;1888;14;1,5;127;362;1321;16,8;2020-05-01;16K 16L 16M 16N 16P 16R 16S 16T 16U;0,35;0,7;12,75;OUI;792,75;1057;NON;ND;5335;NON;NON;ND;646845.0612;6862266.1373;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.2753248429455732, 48.85819390890801]}";48.8581939089,2.27532484295
41;HARLAY (PONT NEUF);40 BIS QUAI DES ORFÈVRES;40 BIS QUAI DES ORFEVRES;1;INDIGO;WWW.PARKINDIGO.FR;0146339748;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;OUI;01/08/2016;246;2558;NON;ND;ND;OUI;1790,6;01/09/2016;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;7;ND;ND;ND;123;350,55;1279;61;ND;89;253.5;925.6;ND;2020-05-01;1E 34F 4E 5G 5H 5J 6E;ND;ND;ND;NON;ND;ND;NON;ND;2992;NON;NON;ND;651751.6431;6861971.7982;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.34278418918771, 48.85566500529579]}";48.8556650053,2.34278418919
115;HECTOR MALOT;61 TER AVENUE DAUMESNIL;61 TER AVENUE DAUMESNIL;12;SAEMES;WWW.SAEMES.FR;0144829999;200;;ABONNES;POUR ABONNES;OUI;OUI;OUI;NON;NON;01/07/2019;185;1850;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;6;ND;144;555;ND;ND;ND;36;ND;74;192;740;16;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;1850;NON;NON;ND;654233.34;6860953.5295;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.376331465627461, 48.84690254968879]}";48.8469025497,2.37633146563
35;PORTE DE CHAMPERRET;6 TER AVENUE DE LA PORTE DE CHAMPERRET, 10 BOULEVARD DE L'YSER;10 BOULEVARD DE L YSER;17;INDIGO;WWW.PARKINDIGO.FR;0143807381;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/08/2016;148;1539;NON;ND;ND;OUI;1082;01/03/2018;1,05;2,1;4,2;6,3;8,4;12,6;16,8;28,8;32,4;36;36;36;36;36;30;ND;ND;ND;74;211;770;37;1,4;72;205;749;16;2020-05-01;17E 17F 17G 17H 17L 17M 17N;0,35;0,7;11,65;NON;ND;ND;OUI;520;1924;NON;OUI;75;647780.313;6865242.2589;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.287620198028847, 48.88505887178797]}";48.8850588718,2.28762019803
59;VICTOR HUGO POMPE;122 TER AVENUE VICTOR HUGO;122 AVENUE VICTOR HUGO;16;INDIGO;WWW.PARKINDIGO.FR;0145242509;190;;VISITEURS ET ABONNES;24h / 24;NON;NON;OUI;NON;NON;01/08/2016;315;3276;NON;ND;ND;NON;ND;01/01/2017;1,15;2,3;4,6;6,9;9,2;13,8;18,4;32,2;36,8;39,6;39,6;39,6;39,6;39,6;0;157,5;449;1638;157,5;449;1638;9;1,6;110;314;1147;10;2020-05-01;ND;0,4;0,8;13,6;NON;ND;ND;NON;ND;4095;NON;NON;ND;647228.2267;6863326.622;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.280732306180057, 48.86778235728271]}";48.8677823573,2.28073230618
